CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4819038,Peace River,2013,Life Expectancy,Male,Years,76.30000
4819038,Peace River,2014,Life Expectancy,Male,Years,76.31000
4819038,Peace River,2015,Life Expectancy,Male,Years,76.05000
4819038,Peace River,2016,Life Expectancy,Male,Years,75.88000
4819038,Peace River,2017,Life Expectancy,Male,Years,76.48000
4819038,Peace River,2018,Life Expectancy,Male,Years,76.55000
4819038,Peace River,2019,Life Expectancy,Male,Years,76.68000
4819038,Peace River,2020,Life Expectancy,Male,Years,76.30000
4819038,Peace River,2021,Life Expectancy,Male,Years,76.36000
4819038,Peace River,2022,Life Expectancy,Male,Years,76.14000
4819038,Peace River,2011,Life Expectancy,Both,Years,79.04000
4819038,Peace River,2012,Life Expectancy,Both,Years,78.94000
4819038,Peace River,2013,Life Expectancy,Both,Years,79.15000
4819038,Peace River,2014,Life Expectancy,Both,Years,79.10000
4819038,Peace River,2015,Life Expectancy,Both,Years,78.83000
4819038,Peace River,2016,Life Expectancy,Both,Years,78.59000
4819038,Peace River,2017,Life Expectancy,Both,Years,78.71000
4819038,Peace River,2018,Life Expectancy,Both,Years,78.52000
4819038,Peace River,2019,Life Expectancy,Both,Years,78.49000
4819038,Peace River,2020,Life Expectancy,Both,Years,77.99000
4819038,Peace River,2021,Life Expectancy,Both,Years,77.92000
4819038,Peace River,2022,Life Expectancy,Both,Years,77.84000
4817845,Hay Lake 209,2011,Life Expectancy,Female,Years,79.01000
4817845,Hay Lake 209,2012,Life Expectancy,Female,Years,79.01000
4817845,Hay Lake 209,2013,Life Expectancy,Female,Years,79.13000
4817845,Hay Lake 209,2014,Life Expectancy,Female,Years,79.33000
4817845,Hay Lake 209,2015,Life Expectancy,Female,Years,79.64000
4817845,Hay Lake 209,2016,Life Expectancy,Female,Years,79.79000
4817845,Hay Lake 209,2017,Life Expectancy,Female,Years,79.89000
4817845,Hay Lake 209,2018,Life Expectancy,Female,Years,79.70000
4817845,Hay Lake 209,2019,Life Expectancy,Female,Years,79.96000
4817845,Hay Lake 209,2020,Life Expectancy,Female,Years,79.60000
4817845,Hay Lake 209,2021,Life Expectancy,Female,Years,79.10000
4817845,Hay Lake 209,2022,Life Expectancy,Female,Years,78.94000
4817845,Hay Lake 209,2023,Life Expectancy,Female,Years,78.84000
4817845,Hay Lake 209,2011,Life Expectancy,Male,Years,74.27000
4817845,Hay Lake 209,2012,Life Expectancy,Male,Years,74.38000
4817845,Hay Lake 209,2013,Life Expectancy,Male,Years,74.63000
4817845,Hay Lake 209,2014,Life Expectancy,Male,Years,74.82000
4817845,Hay Lake 209,2015,Life Expectancy,Male,Years,75.00000
4817845,Hay Lake 209,2016,Life Expectancy,Male,Years,75.11000
4817845,Hay Lake 209,2017,Life Expectancy,Male,Years,75.42000
4817845,Hay Lake 209,2018,Life Expectancy,Male,Years,75.64000
4817845,Hay Lake 209,2019,Life Expectancy,Male,Years,75.60000
4817845,Hay Lake 209,2020,Life Expectancy,Male,Years,75.02000
4817845,Hay Lake 209,2021,Life Expectancy,Male,Years,74.09000
4817845,Hay Lake 209,2022,Life Expectancy,Male,Years,74.03000
4817845,Hay Lake 209,2023,Life Expectancy,Male,Years,73.71000
4817845,Hay Lake 209,2011,Life Expectancy,Both,Years,76.41000
4817845,Hay Lake 209,2012,Life Expectancy,Both,Years,76.49000
4817845,Hay Lake 209,2013,Life Expectancy,Both,Years,76.70000
4817845,Hay Lake 209,2014,Life Expectancy,Both,Years,76.87000
4817845,Hay Lake 209,2015,Life Expectancy,Both,Years,77.14000
4817845,Hay Lake 209,2016,Life Expectancy,Both,Years,77.27000
4817845,Hay Lake 209,2017,Life Expectancy,Both,Years,77.47000
4817845,Hay Lake 209,2018,Life Expectancy,Both,Years,77.50000
4817845,Hay Lake 209,2019,Life Expectancy,Both,Years,77.60000
4817845,Hay Lake 209,2020,Life Expectancy,Both,Years,77.14000
4817845,Hay Lake 209,2021,Life Expectancy,Both,Years,76.39000
4817845,Hay Lake 209,2022,Life Expectancy,Both,Years,76.32000
4817845,Hay Lake 209,2023,Life Expectancy,Both,Years,76.09000
4811024,Warburg,2011,Life Expectancy,Female,Years,85.26000
4811024,Warburg,2012,Life Expectancy,Female,Years,85.27000
4811024,Warburg,2013,Life Expectancy,Female,Years,84.96000
4811024,Warburg,2014,Life Expectancy,Female,Years,84.28000
4811024,Warburg,2015,Life Expectancy,Female,Years,84.48000
4811024,Warburg,2016,Life Expectancy,Female,Years,84.74000
4811024,Warburg,2017,Life Expectancy,Female,Years,85.09000
4811024,Warburg,2018,Life Expectancy,Female,Years,84.84000
4811024,Warburg,2019,Life Expectancy,Female,Years,84.11000
4811024,Warburg,2020,Life Expectancy,Female,Years,84.55000
4811024,Warburg,2021,Life Expectancy,Female,Years,84.36000
4811024,Warburg,2022,Life Expectancy,Female,Years,84.10000
4811024,Warburg,2011,Life Expectancy,Male,Years,78.27000
4811024,Warburg,2012,Life Expectancy,Male,Years,78.67000
4811024,Warburg,2013,Life Expectancy,Male,Years,78.69000
4811024,Warburg,2014,Life Expectancy,Male,Years,78.56000
4811024,Warburg,2015,Life Expectancy,Male,Years,78.76000
4811024,Warburg,2016,Life Expectancy,Male,Years,78.90000
4811024,Warburg,2017,Life Expectancy,Male,Years,78.53000
4811024,Warburg,2018,Life Expectancy,Male,Years,78.28000
4811024,Warburg,2019,Life Expectancy,Male,Years,78.23000
4811024,Warburg,2020,Life Expectancy,Male,Years,78.29000
4811024,Warburg,2021,Life Expectancy,Male,Years,78.22000
4811024,Warburg,2022,Life Expectancy,Male,Years,77.74000
4811024,Warburg,2011,Life Expectancy,Both,Years,81.38000
4811024,Warburg,2012,Life Expectancy,Both,Years,81.63000
4811024,Warburg,2013,Life Expectancy,Both,Years,81.57000
4811024,Warburg,2014,Life Expectancy,Both,Years,81.21000
4811024,Warburg,2015,Life Expectancy,Both,Years,81.39000
4811024,Warburg,2016,Life Expectancy,Both,Years,81.57000
4811024,Warburg,2017,Life Expectancy,Both,Years,81.49000
4811024,Warburg,2018,Life Expectancy,Both,Years,81.24000
4811024,Warburg,2019,Life Expectancy,Both,Years,80.88000
4811024,Warburg,2020,Life Expectancy,Both,Years,81.07000
4811024,Warburg,2021,Life Expectancy,Both,Years,80.98000
4811024,Warburg,2022,Life Expectancy,Both,Years,80.63000
4811026,Breton,2011,Life Expectancy,Female,Years,81.63000
4811026,Breton,2012,Life Expectancy,Female,Years,81.92000
4811026,Breton,2013,Life Expectancy,Female,Years,81.81000
4811026,Breton,2014,Life Expectancy,Female,Years,82.02000
4811026,Breton,2015,Life Expectancy,Female,Years,82.43000
4811026,Breton,2016,Life Expectancy,Female,Years,82.48000
4811026,Breton,2017,Life Expectancy,Female,Years,82.51000
4811026,Breton,2018,Life Expectancy,Female,Years,82.70000
4811026,Breton,2019,Life Expectancy,Female,Years,82.58000
4811026,Breton,2020,Life Expectancy,Female,Years,82.35000
4811026,Breton,2021,Life Expectancy,Female,Years,81.60000
4811026,Breton,2022,Life Expectancy,Female,Years,80.68000
4811026,Breton,2011,Life Expectancy,Male,Years,75.81000
4811026,Breton,2012,Life Expectancy,Male,Years,75.98000
4811026,Breton,2013,Life Expectancy,Male,Years,76.00000
4811026,Breton,2014,Life Expectancy,Male,Years,76.40000
4811026,Breton,2015,Life Expectancy,Male,Years,76.12000
4811026,Breton,2016,Life Expectancy,Male,Years,76.21000
4811026,Breton,2017,Life Expectancy,Male,Years,75.95000
4811026,Breton,2018,Life Expectancy,Male,Years,76.23000
4811026,Breton,2019,Life Expectancy,Male,Years,76.59000
4811026,Breton,2020,Life Expectancy,Male,Years,76.85000
4811026,Breton,2021,Life Expectancy,Male,Years,76.99000
4811026,Breton,2022,Life Expectancy,Male,Years,77.07000
4811026,Breton,2011,Life Expectancy,Both,Years,78.51000
4811026,Breton,2012,Life Expectancy,Both,Years,78.77000
4811026,Breton,2013,Life Expectancy,Both,Years,78.74000
4811026,Breton,2014,Life Expectancy,Both,Years,79.05000
4811026,Breton,2015,Life Expectancy,Both,Years,79.09000
4811026,Breton,2016,Life Expectancy,Both,Years,79.18000
4811026,Breton,2017,Life Expectancy,Both,Years,79.04000
4811026,Breton,2018,Life Expectancy,Both,Years,79.26000
4811026,Breton,2019,Life Expectancy,Both,Years,79.42000
4811026,Breton,2020,Life Expectancy,Both,Years,79.49000
4811026,Breton,2021,Life Expectancy,Both,Years,79.22000
4811026,Breton,2022,Life Expectancy,Both,Years,78.83000
4811031,Drayton Valley,2011,Life Expectancy,Female,Years,81.63000
4811031,Drayton Valley,2012,Life Expectancy,Female,Years,81.92000
4811031,Drayton Valley,2013,Life Expectancy,Female,Years,81.81000
4811031,Drayton Valley,2014,Life Expectancy,Female,Years,82.02000
4811031,Drayton Valley,2015,Life Expectancy,Female,Years,82.43000
4811031,Drayton Valley,2016,Life Expectancy,Female,Years,82.48000
4811031,Drayton Valley,2017,Life Expectancy,Female,Years,82.51000
4811031,Drayton Valley,2018,Life Expectancy,Female,Years,82.70000
4811031,Drayton Valley,2019,Life Expectancy,Female,Years,82.58000
4811031,Drayton Valley,2020,Life Expectancy,Female,Years,82.35000
4811031,Drayton Valley,2021,Life Expectancy,Female,Years,81.60000
4811031,Drayton Valley,2022,Life Expectancy,Female,Years,80.68000
4811031,Drayton Valley,2023,Life Expectancy,Female,Years,80.82000
4811031,Drayton Valley,2011,Life Expectancy,Male,Years,75.81000
4811031,Drayton Valley,2012,Life Expectancy,Male,Years,75.98000
4811031,Drayton Valley,2013,Life Expectancy,Male,Years,76.00000
4811031,Drayton Valley,2014,Life Expectancy,Male,Years,76.40000
4811031,Drayton Valley,2015,Life Expectancy,Male,Years,76.12000
4811031,Drayton Valley,2016,Life Expectancy,Male,Years,76.21000
4811031,Drayton Valley,2017,Life Expectancy,Male,Years,75.95000
4811031,Drayton Valley,2018,Life Expectancy,Male,Years,76.23000
4811031,Drayton Valley,2019,Life Expectancy,Male,Years,76.59000
4811031,Drayton Valley,2020,Life Expectancy,Male,Years,76.85000
4811031,Drayton Valley,2021,Life Expectancy,Male,Years,76.99000
4811031,Drayton Valley,2022,Life Expectancy,Male,Years,77.07000
4811031,Drayton Valley,2023,Life Expectancy,Male,Years,76.87000
4811031,Drayton Valley,2011,Life Expectancy,Both,Years,78.51000
4811031,Drayton Valley,2012,Life Expectancy,Both,Years,78.77000
4811031,Drayton Valley,2013,Life Expectancy,Both,Years,78.74000
4811031,Drayton Valley,2014,Life Expectancy,Both,Years,79.05000
4811031,Drayton Valley,2015,Life Expectancy,Both,Years,79.09000
4811031,Drayton Valley,2016,Life Expectancy,Both,Years,79.18000
4811031,Drayton Valley,2017,Life Expectancy,Both,Years,79.04000
4811031,Drayton Valley,2018,Life Expectancy,Both,Years,79.26000
4811031,Drayton Valley,2019,Life Expectancy,Both,Years,79.42000
4811031,Drayton Valley,2020,Life Expectancy,Both,Years,79.49000
4811031,Drayton Valley,2021,Life Expectancy,Both,Years,79.22000
4811031,Drayton Valley,2022,Life Expectancy,Both,Years,78.83000
4811031,Drayton Valley,2023,Life Expectancy,Both,Years,78.77000
4811032,Brazeau County,2011,Life Expectancy,Female,Years,81.63000
4811032,Brazeau County,2012,Life Expectancy,Female,Years,81.92000
4811032,Brazeau County,2013,Life Expectancy,Female,Years,81.81000
4811032,Brazeau County,2014,Life Expectancy,Female,Years,82.02000
4811032,Brazeau County,2015,Life Expectancy,Female,Years,82.43000
4811032,Brazeau County,2016,Life Expectancy,Female,Years,82.48000
4811032,Brazeau County,2017,Life Expectancy,Female,Years,82.51000
4811032,Brazeau County,2018,Life Expectancy,Female,Years,82.70000
4811032,Brazeau County,2019,Life Expectancy,Female,Years,82.58000
4811032,Brazeau County,2020,Life Expectancy,Female,Years,82.35000
4811032,Brazeau County,2021,Life Expectancy,Female,Years,81.60000
4811032,Brazeau County,2022,Life Expectancy,Female,Years,80.68000
4811032,Brazeau County,2011,Life Expectancy,Male,Years,75.81000
4811032,Brazeau County,2012,Life Expectancy,Male,Years,75.98000
4811032,Brazeau County,2013,Life Expectancy,Male,Years,76.00000
4811032,Brazeau County,2014,Life Expectancy,Male,Years,76.40000
4811032,Brazeau County,2015,Life Expectancy,Male,Years,76.12000
4811032,Brazeau County,2016,Life Expectancy,Male,Years,76.21000
4811032,Brazeau County,2017,Life Expectancy,Male,Years,75.95000
4811032,Brazeau County,2018,Life Expectancy,Male,Years,76.23000
4811032,Brazeau County,2019,Life Expectancy,Male,Years,76.59000
4811032,Brazeau County,2020,Life Expectancy,Male,Years,76.85000
4811032,Brazeau County,2021,Life Expectancy,Male,Years,76.99000
4811032,Brazeau County,2022,Life Expectancy,Male,Years,77.07000
4811032,Brazeau County,2011,Life Expectancy,Both,Years,78.51000
4811032,Brazeau County,2012,Life Expectancy,Both,Years,78.77000
4811032,Brazeau County,2013,Life Expectancy,Both,Years,78.74000
4811032,Brazeau County,2014,Life Expectancy,Both,Years,79.05000
4811032,Brazeau County,2015,Life Expectancy,Both,Years,79.09000
4811032,Brazeau County,2016,Life Expectancy,Both,Years,79.18000
4811032,Brazeau County,2017,Life Expectancy,Both,Years,79.04000
4811032,Brazeau County,2018,Life Expectancy,Both,Years,79.26000
4811032,Brazeau County,2019,Life Expectancy,Both,Years,79.42000
4811032,Brazeau County,2020,Life Expectancy,Both,Years,79.49000
4811032,Brazeau County,2021,Life Expectancy,Both,Years,79.22000
4811032,Brazeau County,2022,Life Expectancy,Both,Years,78.83000
4811034,Parkland County,2011,Life Expectancy,Female,Years,165.62242
4811034,Parkland County,2012,Life Expectancy,Female,Years,165.53647
4811034,Parkland County,2013,Life Expectancy,Female,Years,165.08865
4811034,Parkland County,2014,Life Expectancy,Female,Years,165.18296
4811034,Parkland County,2015,Life Expectancy,Female,Years,164.90581
4811034,Parkland County,2016,Life Expectancy,Female,Years,164.73082
4811034,Parkland County,2017,Life Expectancy,Female,Years,164.97031
4811034,Parkland County,2018,Life Expectancy,Female,Years,164.68827
4811034,Parkland County,2019,Life Expectancy,Female,Years,165.19736
4811034,Parkland County,2020,Life Expectancy,Female,Years,164.91553
4811034,Parkland County,2021,Life Expectancy,Female,Years,164.79359
4811034,Parkland County,2022,Life Expectancy,Female,Years,83.88003
4811034,Parkland County,2023,Life Expectancy,Female,Years,83.69000
4811034,Parkland County,2011,Life Expectancy,Male,Years,155.62988
4811034,Parkland County,2012,Life Expectancy,Male,Years,156.16820
4811034,Parkland County,2013,Life Expectancy,Male,Years,156.15139
4811034,Parkland County,2014,Life Expectancy,Male,Years,156.21581
4811034,Parkland County,2015,Life Expectancy,Male,Years,156.27193
4811034,Parkland County,2016,Life Expectancy,Male,Years,156.75637
4811034,Parkland County,2017,Life Expectancy,Male,Years,157.08733
4811034,Parkland County,2018,Life Expectancy,Male,Years,158.13324
4811034,Parkland County,2019,Life Expectancy,Male,Years,158.49257
4811034,Parkland County,2020,Life Expectancy,Male,Years,158.17868
4811034,Parkland County,2021,Life Expectancy,Male,Years,157.55584
4811034,Parkland County,2022,Life Expectancy,Male,Years,79.64784
4811034,Parkland County,2023,Life Expectancy,Male,Years,78.81000
4811034,Parkland County,2011,Life Expectancy,Both,Years,160.34775
4811034,Parkland County,2012,Life Expectancy,Both,Years,160.60806
4811034,Parkland County,2013,Life Expectancy,Both,Years,160.39893
4811034,Parkland County,2014,Life Expectancy,Both,Years,160.46699
4811034,Parkland County,2015,Life Expectancy,Both,Years,160.35973
4811034,Parkland County,2016,Life Expectancy,Both,Years,160.55441
4811034,Parkland County,2017,Life Expectancy,Both,Years,160.83826
4811034,Parkland County,2018,Life Expectancy,Both,Years,161.28074
4811034,Parkland County,2019,Life Expectancy,Both,Years,161.72691
4811034,Parkland County,2020,Life Expectancy,Both,Years,161.44683
4811034,Parkland County,2021,Life Expectancy,Both,Years,161.06098
4811034,Parkland County,2022,Life Expectancy,Both,Years,81.75409
4811034,Parkland County,2023,Life Expectancy,Both,Years,81.24000
